,"BatchID","Glucose concentration","Pyruvate concentration","Acetald concentration","Acetate concentration","Ethanol concentration","Active cell material","Acetaldehyde dehydrogenase","Specific oxygen uptake rate","Specific carbon dioxide evolution rate","Biomass"
"23#141",23,0.1498102,0.0006190547,0.00858167,0.07355439,3.416108,0.6141663,0.09297802,13.60803,8.18329,7.647789
"23#142",23,0.4671972,2.724124E-05,0.003407136,0.06989514,2.225698,0.6242162,0.09182258,13.52252,8.060884,7.858748
"23#143",23,-0.03714767,-0.000870443,0.01344976,0.06579777,1.90168,0.6315099,0.09176825,13.30715,7.526302,8.064822
"23#144",23,-0.006095729,-0.0005173325,0.009278765,0.06476795,1.45103,0.6368372,0.09056536,13.24998,8.012832,8.11293
"23#145",23,-0.2382821,8.14058E-06,0.04887671,0.05958468,1.337945,0.6324307,0.08912431,12.39015,7.997552,8.280222
"23#146",23,-0.06758065,-0.00118157,0.03524033,0.05881268,1.211861,0.637147,0.09002052,12.36138,7.426455,8.333615
"23#147",23,-0.7886634,-0.0002060195,-0.03170859,0.05598363,1.012715,0.6366274,0.08920638,12.48426,7.132146,8.263817
"23#148",23,0.007309144,-0.0001332702,-0.02222663,0.05599564,1.210097,0.6435596,0.08925703,12.25091,6.501839,8.372181
"23#149",23,0.4051336,-0.0005331935,0.0106962,0.05570502,1.297376,0.6413216,0.0887756,12.10314,7.284241,8.471782
"23#150",23,0.1102393,-9.441253E-05,-0.001948667,0.05327159,1.016734,0.637554,0.08970131,11.9458,6.910395,8.339705
"23#151",23,-0.03174226,0.0009018334,0.02396056,0.05469637,1.199897,0.6433702,0.08966704,11.84784,6.370609,8.464234
"23#152",23,-0.1342068,0.0006680044,-0.05190322,0.05382231,1.081314,0.6356323,0.08881211,11.76538,6.557397,8.405964
"23#153",23,-0.2714513,0.0007498497,-0.05303559,0.05024851,0.9433168,0.64203,0.08856928,11.57266,7.05285,8.370766
"23#154",23,-0.1063329,-0.0005465447,-0.02039515,0.04718754,0.8157542,0.6430613,0.08872299,11.29515,6.503486,8.456654
"23#155",23,0.1837927,0.0007963132,-0.02554482,0.04527589,0.8283491,0.6460584,0.08858857,10.87,6.444701,8.390008
"23#156",23,-0.2145402,0.0006506378,-0.01611465,0.04545002,0.4572693,0.6400491,0.08773173,10.12021,5.724185,8.568871
"23#157",23,-0.3966111,0.0005572311,0.02309839,0.03859998,0.5461271,0.6436385,0.08805493,9.569616,5.437821,8.67842
"23#158",23,-0.2712769,-0.0003650494,-0.01660173,0.03152576,0.2855758,0.6420639,0.08680593,8.661797,5.026788,8.648325
"23#159",23,0.8090851,-0.0004667628,0.03326223,0.02765491,0.4476732,0.645299,0.08767189,7.793628,5.048705,8.582844
"23#160",23,-0.1375972,-0.00047429,-0.008359473,0.0241334,0.368272,0.6449316,0.08723543,6.702031,3.800481,8.645639
"23#161",23,-0.4848823,0.0001526336,-0.004259123,0.0257784,0.1494387,0.6479716,0.08587351,6.221721,4.163751,8.698793
"23#162",23,0.3373996,0.0002963959,-0.03082174,0.01907533,0.2992,0.6494449,0.08587264,5.757847,3.603868,8.653844
"23#163",23,0.142786,0.00071205,0.001225032,0.01841762,0.2371643,0.6463499,0.08634135,5.473325,3.099664,8.727464
"23#164",23,-0.3507735,0.0006246672,0.02442581,0.01381214,0.01409715,0.6489348,0.08567984,4.102302,2.306366,8.771564
"23#165",23,-0.03833451,-6.170213E-05,-0.02792923,0.008842153,0.1034202,0.6483629,0.08558515,2.930982,1.809623,8.579699
"23#166",23,0.2131026,-0.000287397,0.004192394,0.005504815,0.01905648,0.6497173,0.08518819,1.941966,1.310788,8.664775
"23#167",23,-0.4497941,-0.0004064117,-0.02569551,0.002123651,-0.008321902,0.6487482,0.08498496,1.236894,-0.03676063,8.694202
"23#168",23,0.6539369,-6.506759E-05,0.00690451,0.001781175,0.06156596,0.6476478,0.08570712,0.6220776,0.9405777,8.71683
"23#169",23,-0.01130538,-0.0002552613,-0.04839165,-0.0001053235,0.09548188,0.6506556,0.08396272,0.2677722,0.5250451,8.720184
"23#170",23,-1.286544,-0.0008830046,0.02732931,0.001992596,-0.1942628,0.6496953,0.08506817,0.435268,-0.3744496,8.669127
"23#171",23,0.2119855,0.0007003229,0.02259071,0.001897606,-0.05548299,0.655791,0.08380368,0.009552525,0.1161499,8.774443
"23#172",23,0.1889053,-0.0005481951,-0.02113704,0.0009114736,-0.01285248,0.6485503,0.08349204,0.1963501,-0.7224801,8.720514
"23#173",23,-0.09759112,-0.0003453996,-0.01758529,0.0009832912,0.1164773,0.6499082,0.08335435,-0.2120205,-0.7478876,8.707705
"23#174",23,0.3120854,0.0007737858,0.05774292,-0.0004468489,-0.1605641,0.6514444,0.08341163,-0.03216878,-0.2189925,8.78263
"23#175",23,-0.1602061,-0.0007371931,-0.02364434,0.0004649329,0.05205657,0.6456964,0.08337843,0.08155891,-0.3380487,8.73529
"23#176",23,-0.1241752,0.0008145488,0.008753539,-0.001666302,-0.02263634,0.6473055,0.08387056,-0.01336504,0.1342602,8.833145
"23#177",23,-0.4792605,-0.0002036792,-0.001025922,-4.250566E-05,-0.09938033,0.6522016,0.08123831,-0.01224465,0.2700188,8.897511
"23#178",23,0.3777385,8.484135E-05,0.005470511,0.0003364205,-0.004115304,0.6472435,0.08091389,0.07962344,-0.5762159,8.738198
"23#179",23,0.03894667,5.997366E-05,0.009209208,0.0003437698,0.0305293,0.6511,0.07973357,-0.002383712,-0.3283718,8.686188
"23#180",23,-0.09517432,-9.721488E-05,0.02365796,-0.001311258,-0.03861975,0.6534648,0.07863146,-0.231698,-0.7273674,8.950912
"23#181",23,0.1124864,0.0012998,-0.02667105,-0.0008108675,0.1138925,0.6528706,0.07639928,-0.007248621,0.301249,8.784101
"23#182",23,0.1789093,0.0004494782,0.02549423,0.0009135698,-0.03515628,0.6507634,0.07548238,0.0263396,-0.1860655,8.776514
"24#1",24,29.01448,-0.0002263075,0.006776185,-0.001438294,0.126186,0.09775859,0.005464576,1.338562,0.7034219,0.02460796
"24#2",24,28.7489,-0.0007304568,0.008424642,-0.0002949708,-0.253755,0.0949368,0.00700415,1.710049,0.8240758,-0.05323742
"24#3",24,28.50433,0.0009418632,-0.03665149,-0.0004324986,0.2197505,0.1055065,0.006992883,1.451891,0.6807486,0.03393367
"24#4",24,28.41697,-0.000246796,0.03265538,-0.0007980327,-0.01345589,0.1042527,0.007270509,1.853414,0.4013136,-0.1057672
"24#5",24,27.73574,0.0002658679,0.001890684,-0.0005652977,-0.1134246,0.1118846,0.007032783,1.856087,0.7576205,0.02144605
"24#6",24,28.11069,-0.0002634526,-0.02758478,0.0008162515,-0.1516104,0.1168231,0.006752229,1.989701,1.016285,0.05827191
"24#7",24,28.40671,0.0002061169,-0.05814933,-0.0003097014,-0.01676444,0.1237375,0.006382162,2.267866,0.7936224,-0.009214906
"24#8",24,28.18788,0.0002100356,0.01189367,0.000795046,0.1367938,0.1336829,0.00635678,2.136423,1.386071,0.02445632
"24#9",24,28.28387,0.0008292515,0.002457256,0.001010561,0.07585599,0.1500561,0.006967001,2.292032,1.615695,-0.08148837
"24#10",24,28.02346,0.0001398024,-0.0007250482,0.001364215,0.09853698,0.1669551,0.006968111,2.834683,0.7319094,0.1568187
"24#11",24,28.4756,0.001890293,0.01844109,0.001422335,0.1346599,0.1831201,0.005608101,3.239948,1.379598,0.007242031
"24#12",24,28.22095,0.001693081,0.006353659,0.001027836,0.2759536,0.2032247,0.006197122,3.588259,1.493136,0.0372433
"24#13",24,29.08256,0.001157888,0.00114638,5.195845E-05,-0.03284414,0.2228187,0.006302813,3.858537,2.062747,0.0005791016
"24#14",24,28.90775,0.001334709,-0.0403312,3.104522E-05,0.04057359,0.2619326,0.006364105,4.470099,2.2111,0.06128883
"24#15",24,28.83731,0.003238904,-0.00115179,-3.733609E-05,0.02807672,0.2996789,0.005624845,4.969086,1.840895,0.1129306
"24#16",24,28.34387,0.004456862,-0.04031916,0.001239211,-0.2289022,0.3369001,0.005889624,5.637868,1.926948,0.08662254
"24#17",24,29.27836,0.00580793,0.01536945,-0.001300979,0.01286349,0.3684892,0.004986584,6.267425,3.180412,-0.01594394
"24#18",24,28.03857,0.007445754,0.01624213,-0.0006968633,0.06476683,0.3979112,0.004460403,6.598554,3.484805,0.01433333
"24#19",24,27.98979,0.009230368,-0.02340737,-0.001395043,-0.2341575,0.4198969,0.004989732,7.227079,4.467351,-0.00422705
"24#20",24,28.70073,0.01133591,0.02667418,-0.001836004,-0.1186602,0.4362549,0.004884932,7.48202,4.27985,-0.06348065
"24#21",24,28.3713,0.01362734,0.012859,-0.001617797,0.03444499,0.4445093,0.004335813,7.707172,4.874216,0.06431028
"24#22",24,28.27739,0.01466863,0.02255132,-0.001022908,-0.1189884,0.4648608,0.0050474,7.649286,7.292291,-0.05472137
"24#23",24,27.83884,0.01727148,-0.004572193,-0.001253086,0.01271506,0.4702788,0.004547589,7.860062,8.557416,-0.001488184
"24#24",24,28.81714,0.01785881,0.007846634,0.001943169,0.1771226,0.4829343,0.004916313,7.883293,9.878684,0.01880971
"24#25",24,28.7521,0.0203309,-0.00247503,-0.002562046,-0.2818857,0.4853859,0.003862446,7.822921,11.52092,0.1126029
"24#26",24,28.11089,0.01928456,-0.0473379,1.834032E-05,-0.1069921,0.4936588,0.00481474,7.451298,12.20283,0.1318714
"24#27",24,28.33835,0.02143353,0.01868483,-0.0001123384,-0.001792329,0.4980385,0.004404667,7.38808,14.03756,0.03823356
"24#28",24,28.49565,0.02177093,0.02266398,0.001041142,0.1242293,0.503682,0.004176755,7.329337,14.34146,-0.04991788
"24#29",24,28.66265,0.02235964,0.03278868,4.468938E-05,-0.1129279,0.50987,0.004059953,6.852199,15.63257,0.1420863
"24#30",24,28.03082,0.02333587,0.05778237,0.0003383367,0.04527723,0.5179042,0.00420766,6.861927,15.23156,-0.02190531
"24#31",24,28.4058,0.02317823,-0.0445307,0.001081728,-0.2340028,0.518205,0.004242163,6.132899,16.05109,-0.03960334
"24#32",24,28.51272,0.02304166,0.02307097,0.003517575,-0.2145051,0.5264996,0.005057539,6.01725,17.22443,0.04942292
"24#33",24,28.07709,0.02415397,0.01489829,0.0004499382,0.1859723,0.5281816,0.004876954,5.885571,17.89386,-0.1118806
"24#34",24,27.82541,0.02401365,0.02992832,0.003497801,0.1345975,0.5292729,0.005180728,5.596588,18.36897,0.06322689
"24#35",24,28.48048,0.02450141,0.0331959,0.001764107,-0.01139217,0.5323012,0.004036014,5.351995,18.85469,0.03756183
"24#36",24,28.47686,0.02514463,0.01757061,0.00171285,0.05752696,0.5314787,0.004229646,5.137397,19.54174,0.1513206
"24#37",24,27.72427,0.02551449,0.040664,0.003556195,0.02456231,0.5358246,0.00346182,5.473341,19.7267,0.192948
"24#38",24,27.99611,0.02561822,-0.00524174,0.002823429,0.02610846,0.5409689,0.003651604,5.099284,20.20715,0.08765877
"24#39",24,28.37209,0.02575582,0.04299005,0.003484968,0.02529111,0.5398919,0.004765463,5.189867,21.21428,0.04634487
"24#40",24,27.8217,0.02658591,-0.02297133,0.004033543,0.3196748,0.5458412,0.004376634,5.289879,22.23938,0.09889549
"24#41",24,27.59777,0.02761837,0.02993058,0.004273011,0.3915037,0.5435346,0.0047406,5.310646,23.65339,0.2049749
"24#42",24,26.93416,0.02793643,0.08992431,0.006248676,0.5809022,0.5384937,0.004427824,5.577417,24.04676,0.2580376
"24#43",24,26.72187,0.02989176,0.02665395,0.008306097,0.4779749,0.5429765,0.004105671,5.590846,26.25633,0.3180488
"24#44",24,26.5101,0.03119227,0.1149187,0.01101803,0.6295384,0.5472069,0.004601697,5.880926,27.92142,0.4886807
"24#45",24,25.39255,0.03245091,0.1598178,0.01603581,0.8160782,0.5499403,0.004992048,6.455785,29.11589,0.4943719
"24#46",24,24.99374,0.03434987,0.1666985,0.01937424,1.354028,0.5454744,0.00408578,6.744289,30.66952,0.7309657
"24#47",24,22.68237,0.03606897,0.3188075,0.02591721,1.813404,0.548093,0.00488826,6.980077,31.4866,0.9843538
"24#48",24,20.22128,0.03572485,0.4418961,0.03401832,2.392447,0.5470442,0.004366877,6.909831,33.20626,1.343627
"24#49",24,16.80439,0.03782679,0.632089,0.04471321,3.519592,0.5459599,0.003645759,7.55585,34.12629,1.719847
"24#50",24,12.69494,0.03795973,0.8673548,0.05872669,4.933676,0.5472197,0.004316734,8.198364,34.90663,2.500783
"24#51",24,11.1118,0.03799245,0.9588373,0.06414974,5.53627,0.5500237,0.003600261,8.378494,35.01862,2.680294
"24#52",24,9.578753,0.03697561,1.13711,0.07020915,5.743927,0.5408661,0.004355867,8.578968,36.08573,2.994804
"24#53",24,7.236195,0.03654579,1.232367,0.07911666,6.737219,0.5469194,0.00495262,9.300232,35.15554,3.224964
"24#54",24,5.407559,0.03698038,1.328384,0.08335063,7.647528,0.5488698,0.004974755,9.733427,35.85933,3.633614
"24#55",24,2.443975,0.0349583,1.417329,0.09294027,8.30075,0.5452261,0.003765249,10.19345,36.10704,3.914805
"24#56",24,1.651267,0.03394092,1.434708,0.09238926,8.515393,0.542839,0.003947146,10.37199,36.04333,4.0671
"24#57",24,1.778855,0.03327981,1.510369,0.0971071,9.147515,0.5501803,0.004987555,10.62375,34.86334,4.051015
"24#58",24,0.5033989,0.03048596,1.480993,0.09594088,9.196876,0.5477265,0.004990775,9.914137,33.49686,4.358138
"24#59",24,-0.3092239,0.02946241,1.481272,0.09949427,9.259793,0.5457592,0.005713608,9.62608,33.15525,4.188163
"24#60",24,-0.6471273,0.02755767,1.459633,0.1002399,9.255463,0.5486374,0.004363019,8.808073,30.34216,4.329222
"24#61",24,0.3353955,0.02613582,1.4517,0.09890465,9.302238,0.5446358,0.004340967,7.936716,29.26647,4.277601
"24#62",24,-0.3751674,0.02556987,1.476824,0.09893561,9.275815,0.5440233,0.00444373,7.659415,28.23171,4.288735
"24#63",24,-0.4565111,0.02603484,1.464935,0.1004805,9.166857,0.5448488,0.004840073,6.852512,27.91554,4.315748
"24#64",24,0.5161707,0.02454317,1.406512,0.09792701,9.422369,0.5496143,0.005626249,5.855424,26.36708,4.224443
"24#65",24,-0.66629,0.021772,1.442487,0.09894793,9.394817,0.5445007,0.004735844,4.385682,24.09959,4.258584
"24#66",24,0.3801054,0.01962141,1.441797,0.09667111,9.238821,0.5423445,0.005827112,3.849256,23.58658,4.297228
"24#67",24,-0.02227649,0.01670082,1.467192,0.0981311,9.242827,0.5429399,0.005635665,4.464252,22.30422,4.321725
"24#68",24,-0.4317715,0.0153518,1.474069,0.09624091,9.40452,0.5434479,0.005242052,4.26894,20.4393,4.257336
"24#69",24,-0.4099312,0.0135842,1.466649,0.09390048,9.28741,0.5467139,0.004906551,4.442013,19.76056,4.17394
"24#70",24,0.3440371,0.01183483,1.423665,0.09395973,9.172669,0.5417916,0.004209204,4.34932,19.26898,4.307542
"24#71",24,-0.1606653,0.01093171,1.414626,0.09208707,9.449735,0.5418675,0.005303621,4.301719,18.82698,4.370317
"24#72",24,-0.05613652,0.01067484,1.432835,0.09235782,9.203813,0.5425237,0.004729605,4.487094,18.56633,4.254693
"24#73",24,0.6359096,0.008857928,1.371282,0.08964353,9.394052,0.5442401,0.004222788,4.352903,17.72406,4.317517
"24#74",24,0.09856571,0.009768364,1.387507,0.09233138,9.24294,0.5472267,0.004480435,4.273873,17.70809,4.199285
"24#75",24,-0.08993154,0.009689137,1.457836,0.08889338,9.42632,0.5448646,0.004885247,4.09281,17.38165,4.319907
"24#76",24,0.6339207,0.008099118,1.480245,0.08863476,9.175808,0.5470875,0.004889963,4.468109,17.42987,4.268149
"24#77",24,-0.152275,0.009053359,1.470961,0.09287264,9.515703,0.5466101,0.004220284,4.152207,18.47092,4.248613
"24#78",24,0.3415552,0.008938491,1.425099,0.09019628,9.363851,0.545435,0.005470506,4.074585,16.69197,4.321447
"24#79",24,-0.4288111,0.006518369,1.395625,0.08650085,9.433683,0.5436112,0.004437737,4.136644,16.80068,4.322441
"24#80",24,-0.1043075,0.005318198,1.437161,0.08633093,9.369363,0.5411468,0.004998726,4.288289,16.88448,4.257707
"24#81",24,0.2761278,0.003304312,1.41184,0.08383758,9.45429,0.5451714,0.004263956,4.115113,17.37885,4.338731
"24#82",24,0.3621884,0.001553445,1.43101,0.07957782,9.100727,0.5419962,0.005159294,3.831361,16.9062,4.366582
"24#83",24,-0.3101606,0.001564815,1.414411,0.08201073,9.269502,0.5466529,0.005227893,3.894932,16.07645,4.203228
"24#84",24,-0.1068134,0.0004462784,1.378771,0.08102848,9.367137,0.5453185,0.005226579,3.642814,16.83004,4.450709
"24#85",24,0.6635008,0.000598528,1.358139,0.07840874,9.490755,0.5452017,0.005561349,2.934589,15.63091,4.113678
"24#86",24,0.1728005,0.000237163,1.360089,0.08191502,9.585364,0.5472015,0.005591401,-3.187619,8.551811,4.239645
"24#87",24,0.2621929,0.0004482442,1.386936,0.0773888,9.371383,0.5477126,0.006243244,-3.744177,7.114261,4.262016
"24#88",24,0.08224329,-0.0007345719,1.390128,0.07909375,9.638057,0.5456049,0.004760094,-3.97971,8.084206,4.396756
"24#89",24,0.1912719,8.95843E-05,1.385308,0.07805006,9.471566,0.5424269,0.004801957,-3.914925,7.926214,4.403943
"24#90",24,-0.3210637,0.0003611126,1.37949,0.07838724,9.48711,0.5462303,0.005199093,-3.878392,7.227897,4.273831
"24#91",24,-0.430076,-0.0004590852,1.377197,0.07618482,9.083024,0.5455797,0.004835597,-3.867215,7.336477,4.253956
"24#92",24,0.02353458,-0.0004928107,1.36759,0.07518774,9.401751,0.5449806,0.0050712,-3.89062,7.36222,4.222328
"24#93",24,-0.7331546,-0.0005048701,1.334123,0.07493334,9.287494,0.5433002,0.004621926,-4.055445,6.992555,4.186592
"24#94",24,-0.1823906,-0.0002501108,1.373322,0.06490631,9.432726,0.5401466,0.005280829,-4.483004,7.191612,4.271999
"24#95",24,-0.307541,-0.0009064957,1.358666,0.06047416,9.562999,0.5464282,0.005881031,-4.817715,6.007129,4.316352
"24#96",24,-0.0261421,0.0002388556,1.362982,0.05143064,9.379932,0.5461197,0.006065891,-5.052327,5.576358,4.362801
"24#97",24,0.7531664,0.0003533531,1.281668,0.04542564,9.286679,0.5467363,0.005848242,-5.342379,5.366195,4.419842
"24#98",24,-0.2406643,0.0006313932,1.205302,0.02655655,9.692636,0.5482467,0.006785087,-6.723515,3.833807,4.285634
"24#99",24,-0.6103432,9.134161E-05,1.161442,0.01932474,9.92644,0.5464837,0.006222802,-7.474152,2.693466,4.412849
"24#100",24,-0.5843422,0.0003018499,1.063806,0.01162819,9.696157,0.5434911,0.006165148,-7.756007,2.524978,4.349349
"24#101",24,0.3699554,0.0004977962,1.001191,0.01063477,9.768455,0.5455697,0.006852962,-7.780543,1.782527,4.346488
"24#102",24,0.1800218,-0.0003318297,0.9681624,0.008487305,9.864288,0.5433377,0.006288528,-7.828138,1.509055,4.381824
"24#103",24,0.03710699,-0.0007344835,0.9170322,0.007617941,9.967587,0.5401431,0.007342757,-7.881407,0.7554123,4.314341
"24#104",24,0.148823,-0.000580016,0.8385413,0.005667909,9.937711,0.5450629,0.006911805,-7.595763,0.4456042,4.243399
"24#105",24,-0.3994144,-0.0002953228,0.7468885,0.0035698,9.949161,0.5435835,0.008304046,-6.928442,0.6878513,4.274613
"24#106",24,-0.4942903,0.0002887322,0.7263851,0.00283921,9.976068,0.5443246,0.008855022,-6.629027,1.040685,4.378279
"24#107",24,0.1447747,9.033627E-05,0.638963,0.001453418,10.22036,0.5436628,0.009041688,-6.013107,0.8143355,4.263087
"24#108",24,0.2481773,-0.0001406496,0.6124993,0.005870248,10.17196,0.5423843,0.009135692,-5.859121,0.3256316,4.404689
"24#109",24,-0.2220323,-0.0001104445,0.5420299,0.004681536,10.30268,0.5438907,0.009616175,-5.049338,0.8138745,4.294563
"24#110",24,0.1466476,0.001790213,0.5091945,0.003437473,10.15701,0.5432212,0.01008642,-4.966756,0.814689,4.404078
"24#111",24,-0.06980931,-0.0006102777,0.4849733,0.003320301,10.38252,0.5435763,0.009273697,-4.715377,1.516589,4.345694
"24#112",24,-0.153086,-0.0009227003,0.4543128,0.003757494,10.27824,0.5424565,0.008688879,-4.616745,0.8564522,4.274928
"24#113",24,0.01223986,-1.776625E-05,0.4662736,0.006408661,10.15543,0.549931,0.00941569,-4.293777,0.8631053,4.386705
"24#114",24,0.03344419,-0.0005559979,0.4682453,0.004875734,10.42636,0.5446142,0.01009688,-4.155724,1.015999,4.309323
"24#115",24,0.4142948,-6.205625E-05,0.4557772,0.00490122,10.39623,0.5391393,0.01021678,-3.661167,0.7495534,4.308857
"24#116",24,0.2465646,5.440671E-05,0.3688975,0.003475325,10.35427,0.545779,0.01115346,-3.385412,0.689879,4.23177
"24#117",24,-0.07336346,-0.0005786072,0.3593766,0.004524477,10.38976,0.5385197,0.01090327,-2.557884,0.7623435,4.365602
"24#118",24,-0.1373072,-0.0007209412,0.3324381,0.002720904,10.43865,0.5447356,0.01082567,-2.296649,1.35185,4.347821
"24#119",24,-0.2987542,-1.636416E-05,0.2276138,0.006933333,10.54399,0.5426628,0.01233573,-0.782688,0.7304808,4.382804
"24#120",24,-0.5225881,0.0006939253,0.2108729,0.006543282,10.52164,0.5427671,0.01313691,0.4130761,0.6281598,4.438348
"24#121",24,-0.3597158,0.0005023171,0.1373654,0.007616682,10.60076,0.5418319,0.01535536,1.078648,0.9008332,4.340476
"24#122",24,0.1078224,-0.0001201526,0.1377588,0.007264895,10.56181,0.5388879,0.01563291,1.532864,1.013898,4.283626
"24#123",24,0.4353062,0.0003494193,0.1101662,0.007603581,10.66579,0.5356523,0.01724777,2.218313,1.147554,4.387823
"24#124",24,-0.2490711,0.0003076244,0.1171946,0.00948981,10.54226,0.5298924,0.02008694,2.544109,1.121394,4.460339
"24#125",24,-0.1957553,-0.0002966807,0.1046306,0.01068466,10.56297,0.5342906,0.02148091,2.6638,1.300456,4.407652
"24#126",24,-0.4556001,-0.0005565856,0.09198067,0.01121054,10.56093,0.5344847,0.02296886,2.932019,1.819941,4.332731
"24#127",24,0.3095287,-9.580461E-06,0.104436,0.01257071,10.73543,0.5282863,0.02424435,3.165686,2.23586,4.305038
"24#128",24,-0.4205242,-6.206334E-05,0.08413517,0.01418426,10.56401,0.5290303,0.02826734,3.82899,2.663597,4.328907
"24#129",24,-0.5399669,9.080151E-05,0.0722952,0.01645574,10.49894,0.5274653,0.03122185,4.212381,2.402836,4.370299
"24#130",24,-0.3739322,-0.0003714557,0.07920008,0.01906102,10.57421,0.5273324,0.03417238,4.656118,2.843097,4.395286
"24#131",24,-0.3433808,6.081771E-05,0.07020943,0.02058691,10.29189,0.5300629,0.03773395,5.259903,3.07434,4.530873
"24#132",24,-0.145867,-0.0003085692,0.05639184,0.03045997,9.847383,0.5284351,0.0472202,6.402723,4.4385,4.557862
"24#133",24,-0.3843253,0.0006815307,0.08150583,0.03643851,9.797076,0.5258792,0.05772772,7.336162,4.83757,4.620442
"24#134",24,-0.170678,-0.0001872946,0.04736994,0.04483118,9.226549,0.5333948,0.06525679,8.790334,4.708234,4.833644
"24#135",24,-0.6896009,-0.0002981298,-0.008616715,0.04984996,8.263347,0.5386785,0.07146783,9.482314,6.338463,5.203925
"24#136",24,0.2617349,-0.0001653131,0.02142739,0.05525809,7.620211,0.5518823,0.07779888,10.50331,6.344087,5.390142
"24#137",24,-0.810154,0.0002638795,0.03688477,0.06366783,6.86097,0.5619153,0.08277618,11.59987,5.996807,5.668934
"24#138",24,0.1666194,0.0004006441,0.04879211,0.06692562,5.706213,0.5712132,0.0871702,12.39124,6.76463,5.941832
"24#139",24,-0.4197437,0.0002071558,0.05329606,0.06822047,4.738127,0.5894538,0.08951028,13.14614,7.796984,6.328476
"24#140",24,-0.0269233,0.0008345465,0.01036891,0.06974188,4.477455,0.5919818,0.08947896,13.09726,7.371222,6.494615
"24#141",24,0.2497513,-0.0005165875,0.0210253,0.07084798,3.808497,0.6029375,0.08947936,13.20245,7.017234,6.557839
"24#142",24,0.1282313,-0.0004586823,0.06343955,0.0728473,3.830329,0.60507,0.09051814,13.33364,7.48703,6.611592
"24#143",24,0.1147681,-4.41238E-05,0.006790368,0.07043513,3.294753,0.6062664,0.09001524,13.51604,7.43099,6.82903
"24#144",24,0.4317655,-0.0002839637,-0.03322117,0.06756968,3.177701,0.6088849,0.08969475,13.55293,8.151864,6.831537
"24#145",24,0.2073078,3.113302E-05,0.01870286,0.06762431,3.266999,0.6106439,0.09036253,13.24022,6.911121,6.948486
"24#146",24,0.5978208,0.0002618429,-0.01378759,0.06765269,2.940233,0.6126019,0.08993558,13.41515,7.38254,6.954235
"24#147",24,0.07785981,0.0001017865,-0.006634622,0.06881952,2.783722,0.616451,0.09011819,13.54284,8.388598,6.959541
"24#148",24,0.2323305,0.0003005353,0.02897697,0.0692642,2.562479,0.616522,0.08914606,13.38509,7.8908,7.13922
"24#149",24,0.3670688,0.0003172831,0.06801602,0.06823715,2.182171,0.6236605,0.09034264,13.20004,7.610566,7.200212
"24#150",24,-0.1648435,0.001008617,0.01087715,0.06512141,1.953553,0.6318892,0.08874972,12.96686,7.239275,7.308075
"24#151",24,0.5495129,0.000353083,-0.02512859,0.06045091,1.366484,0.6357404,0.08746553,12.75309,6.98468,7.581188
"24#152",24,-0.7502794,0.0002333921,-0.03338465,0.05636502,1.064667,0.6350268,0.08753452,12.04043,6.71244,7.650967
"24#153",24,-0.4473047,-0.0001648198,0.01615316,0.05680858,1.292524,0.633023,0.08741363,11.96655,7.039801,7.607601
"24#154",24,0.4442635,0.0003457284,0.01165287,0.05323014,0.8779092,0.6380951,0.086404,11.81301,7.256413,7.678899
"24#155",24,0.01425787,0.0001098929,0.03961301,0.04970353,0.9237083,0.6417923,0.08626447,11.53647,7.187051,7.746061
"24#156",24,0.3787566,4.02125E-05,-0.005217835,0.04784701,0.8103834,0.6380212,0.08717167,11.40445,6.315109,7.640675
"24#157",24,0.1660702,0.0006065869,-0.05574394,0.04705721,0.8302627,0.6417401,0.08562217,11.07469,6.74424,7.766482
"24#158",24,0.4951734,-0.0002605169,-0.006945614,0.0459511,0.6552361,0.6395934,0.08545065,10.6215,6.392689,7.76908
"24#159",24,0.1134271,0.0002293953,0.04140494,0.04274171,0.75417,0.6466589,0.08605077,10.49625,6.39571,7.695961
"24#160",24,-0.2606336,-0.001534671,0.007127224,0.04331557,0.735159,0.6458381,0.08452103,10.54393,5.958249,7.808335
"24#161",24,-0.1568662,-0.0002052881,-0.01666134,0.03916776,0.5584521,0.6424378,0.08537457,9.950832,5.675149,7.79799
"24#162",24,0.1742673,-7.431597E-05,-0.01327442,0.03860378,0.6089292,0.6467727,0.08551215,9.537373,5.405081,7.804811
"24#163",24,-0.4548368,-0.0007110795,-0.0194656,0.03611559,0.572847,0.6413308,0.08444478,9.185439,5.641645,7.830378
"24#164",24,-0.09122229,-0.0002392205,0.01930047,0.03343805,0.5268986,0.6447218,0.08388219,8.711852,5.159709,7.80187
"24#165",24,-0.3961224,0.001075539,0.03524826,0.02598363,0.5465854,0.6473587,0.0836522,7.130151,4.220661,7.878808
"24#166",24,0.5504646,-0.0007959988,-0.04893154,0.0191053,0.389011,0.6496029,0.08223578,5.313993,3.041654,7.944952
"24#167",24,0.1653606,-0.0002881398,0.01080669,0.01550398,0.1010641,0.648066,0.08435041,4.959601,2.704834,8.006557
"24#168",24,0.1777347,-2.197509E-05,0.01949634,0.01481926,0.4087758,0.6525074,0.08384117,4.419711,2.741697,7.905755
"24#169",24,0.2568922,-0.0004437923,-0.00463034,0.01227677,0.03642635,0.6512733,0.083267,3.920095,2.25146,7.988859
"24#170",24,-0.306038,0.0003395791,0.008390252,0.01238775,0.177326,0.6488021,0.08246569,3.414208,2.930067,7.939312
